agency_name,agency_name_secondary,agency_address,agency_phone,agency_website,agency_wheelchair_access,available_beds,intake_open_appointments,populations_served,languages_spoken,last_updated,service_OP,service_IOP,service_RS,service_A_WM,service_R_WM,service_I_WM,service_OTP,service_Male,service_Female,service_Adult,service_TAY,service_Youth,service_MAT,service_Co_Occurring,service_LGBTQIA,service_Veterans,service_Homeless,service_Criminal_Justice,service_Perinatal,service_Parent_Guardian,agency_hours_sunday_open,agency_hours_sunday_close,intake_hours_sunday_open,intake_hours_sunday_close,agency_hours_monday_open,agency_hours_monday_close,intake_hours_monday_open,intake_hours_monday_close,agency_hours_tuesday_open,agency_hours_tuesday_close,intake_hours_tuesday_open,intake_hours_tuesday_close,agency_hours_wednesday_open,agency_hours_wednesday_close,intake_hours_wednesday_open,intake_hours_wednesday_close,agency_hours_thursday_open,agency_hours_thursday_close,intake_hours_thursday_open,intake_hours_thursday_close,agency_hours_friday_open,agency_hours_friday_close,intake_hours_friday_open,intake_hours_friday_close,agency_hours_saturday_open,agency_hours_saturday_close,intake_hours_saturday_open,intake_hours_saturday_close,latitude,longitude
DIDI HIRSCH PSYCHIATRIC SERVICE,Didi Hirsch Mental Health- Glendale,"1540 East Colorado Street,Glendale, CA 91205",(818) 244-7257,https://didihirsch.org/,Yes,,,Co-; Occurring; Mental; Health; Capabilities,EnglishFarsiSpanish,Last Updated: 11/26/2025 8:22:12 AM,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Closed,Closed,,,09:00,20:00,,,09:00,20:00,,,09:00,20:00,,,09:00,20:00,,,09:00,20:00,,,Closed,Closed,,,34.1426882,-118.2303832
"SPECIAL SERVICE FOR GROUPS, INC.",SSG HOPICS RBH,"Los Angeles, CA 90003",(323) 948-0444,http://www.hopics.org,No,RBHAdult - M: 0Adult - F: 0,,,EnglishSpanish,Last Updated: 11/26/2025 10:22:39 AM,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0536909,-118.242766
"CANON HUMAN SERVICES, INC.",,,(323) 249-9097,http://www.canonhumanservices.com/,No,RBHAdult - M: 0,,,EnglishSpanish,Last Updated: 11/26/2025 10:44:03 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0536909,-118.242766
"NARCOTIC PREVENTION ASSOCIATION, INC.",,"942 South Atlantic Boulevard, Suite 100,Los Angeles, CA 90022",(323) 263-9700,https://www.nppclinic.net,No,,,Adult; M; A; T; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Physically; Disabled; Developmentally; Disabled/; Delayed; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Veterans; Homeless; Criminal; Justice; Sexually-; Exploited,American Sign LanguageEnglishSpanish,Last Updated: 11/26/2025 7:13:38 AM,True,False,True,True,False,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,06:00,10:00,,,05:00,17:00,,,05:00,17:00,,,05:00,17:00,,,05:00,17:00,,,05:00,17:00,,,06:00,10:00,,,34.019126,-118.157511
RIGHT ON PROGRAMS,,"522 East Broadway Avenue, Suite 101,Glendale, CA 91205",(818) 240-1683,,No,,,,ArmenianEnglishSpanish,Last Updated: 6/30/2017 8:32:51 AM,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1469416,-118.2478471
"THE SALVATION ARMY, A CALIFORNIA CORPORATION",The Salvation Army Bell Shelter,"5600 Rickenbacker Road, Building 2A-B,Bell, CA 90201",(949) 524-5058,https://www.bellshelter.salvationarmy.org,Yes,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0,,Adult; Physically; Disabled; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Veterans; Homeless; Criminal; Justice,English,Last Updated: 11/26/2025 8:09:26 AM,True,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,False,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,33.989141,-118.161806
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,Casa Del Corazon,,(562) 906-2676,http://www.lacada.com/,No,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 11/26/2025 9:08:30 AM,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0451634,-118.2432327
VAN NESS RECOVERY HOUSE,,"1919 North Beachwood Drive,Los Angeles, CA 90068",(323) 463-4266,https://www.vannessrecoveryhouse.com,Yes,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 1Adult - F: 1,,Adult; Physically; Disabled; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Homeless; Criminal; Justice; Sexually-; Exploited,EnglishSpanish,Last Updated: 11/26/2025 7:08:55 AM,True,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,08:00,23:00,,,08:00,23:00,,,08:00,23:00,,,08:00,23:00,,,08:00,23:00,,,08:00,23:00,,,08:00,23:00,,,34.1060558,-118.3214981
"HELPLINE YOUTH COUNSELING, INC.",,"5400 East Olympic Boulevard, Suite 225,Commerce, CA 90022",(213) 226-0969,https://hycinc.org,Yes,,,Youth; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Co-; Occurring; Mental; Health; Capabilities; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 11/26/2025 8:23:22 AM,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,Closed,Closed,,,08:00,17:00,,,08:00,21:00,,,08:00,17:00,,,08:00,21:00,,,08:00,17:00,,,Closed,Closed,,,34.015632,-118.155776
"ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.",,,(323) 293-6291,https://www.aadapinc.org,No,RBHAdult - F: 0,,,English,Last Updated: 11/26/2025 9:30:50 AM,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9938975,-118.3311065
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,,(626) 537-1807,http://www.lacada.com/,No,RBHAdult - M: 3,,,English,Last Updated: 11/26/2025 9:07:12 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0451634,-118.2432327
"SHIELDS FOR FAMILIES, INC.",Shields Place of Families,"9307 South Central Avenue,Los Angeles, CA 90002",(323) 564-6982,http://www.shieldsforfamilies.org,No,,,,EnglishSpanish,Last Updated: 7/25/2019 9:18:27 AM,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9516662,-118.2554147
"MELA COUNSELING SERVICES CENTER, INC.",,"5723 Whittier Boulevard,Los Angeles, CA 90022",(323) 721-6855,http://melacounseling.org/,Yes,,,Adult; Youth; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Criminal; Justice,EnglishSpanish,Last Updated: 11/13/2025 7:34:07 AM,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,True,Closed,Closed,,,08:00,19:00,,,08:00,19:00,,,08:00,19:00,,,08:00,19:00,,,08:00,19:00,,,09:00,17:00,,,34.01848,-118.147758
PENNY LANE CENTERS,,"5628 East Slauson,Commerce, CA 90040",(818) 430-4445,https://www.pennylane.org,Yes,,,Adult; Youth; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Homeless; Criminal; Justice; Sexually-; Exploited,EnglishSpanish,Last Updated: 11/21/2025 8:30:23 AM,False,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,Closed,Closed,,,08:00,20:00,,,08:00,21:00,,,08:00,20:00,,,08:00,21:00,,,08:00,18:00,,,09:00,17:00,,,33.9860666,-118.1627852
"ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.",AADAP TC,"5318 Crenshaw Boulevard,Los Angeles, CA 90043",(323) 293-6291,https://www.aadapinc.org,Yes,RS(3.1)Adult - M: 0Adult - F: 0,,Adult; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Co-; Occurring; Mental; Health; Capabilities; Homeless; Criminal; Justice,EnglishKoreanSpanish,Last Updated: 11/26/2025 9:30:50 AM,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,True,True,True,True,Closed,Closed,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,10:00,15:00,,,33.9938975,-118.3311065
"CANON HUMAN SERVICES, INC.",,"9705 South Holmes Avenue,Los Angeles, CA 90002",(323) 249-9097,http://www.canonhumanservices.com/,Yes,RS(3.1)Adult - M: 0,,Adult,EnglishSpanish,Last Updated: 11/26/2025 10:44:03 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,09:00,10:30,,,09:00,20:00,,,09:00,19:30,,,09:00,19:30,,,09:00,21:00,,,09:00,14:30,,,09:00,21:00,,,34.0536909,-118.242766
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,Nuestra Casa,"8919 & 8921 California Avenue,South Gate, CA 90280",(323) 487-5002,http://www.lacada.com/,Yes,RS(3.1)Adult - M: 0Adult - F: 0RS(3.5)Adult - M: 0Adult - F: 0,,M; A; T; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 11/26/2025 9:07:13 AM,True,False,True,False,False,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,12:00,23:59,,,00:00,23:59,,,33.9539249,-118.2062011
"BEHAVIORAL HEALTH SERVICES, INC.",BHS Hollywood Recovery Center,"6838 Sunset Boulevard,Hollywood, CA 90028",(323) 461-3161,http://bhs-inc.org/,Yes,,,Adult; Youth; Co-; Occurring; Mental; Health; Capabilities,EnglishSpanish,Last Updated: 11/26/2025 9:08:19 AM,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,Closed,Closed,,,09:00,18:00,,,09:00,21:00,,,09:00,18:00,,,09:00,21:00,,,08:00,17:00,,,08:00,17:00,,,34.0978892,-118.3393989
"CHABAD OF CALIFORNIA, INC.",,,(323) 965-1365,https://www.chabadrehab.com,No,RBHAdult - M: 0,,,English,Last Updated: 11/26/2025 8:28:54 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.057461,-118.353244
"CHABAD OF CALIFORNIA, INC.",,"5675 West Olympic Boulevard,Los Angeles, CA 90036",(323) 965-1365,https://www.chabadrehab.com,No,RS(3.1)Adult - M: 0RS(3.5)Adult - M: 0,,Adult,English,Last Updated: 11/26/2025 8:28:54 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,Closed,Closed,,,09:00,17:30,,,09:00,17:30,,,09:00,17:30,,,09:00,17:30,,,09:00,17:30,,,09:00,15:30,,,34.057461,-118.353244
"ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.",,,(323) 293-6291,https://www.aadapinc.org,No,RBHAdult - M: 0,,,English,Last Updated: 11/26/2025 9:30:50 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9938975,-118.3311065
"COMPATIOR, INC.",,,(323) 378-2009,https://www.compatior.org,No,RBHAdult - M: 2,,,EnglishSpanish,Last Updated: 11/26/2025 1:25:49 PM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9431485,-118.1952344
EXODUS RECOVERY INC.,,,(323) 276-6465,https://www.exodusrecovery.com,No,RBHAdult - M: 0Adult - F: 0,,,EnglishSpanish,Last Updated: 11/26/2025 5:40:22 AM,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0575901,-118.2101059
"SAFETY CONSULTANT SERVICES, INC.",,"4120 Tweedy Boulevard,South Gate, CA 90280",(323) 567-0527,,No,,,,EnglishSpanish,Last Updated: 6/29/2017 10:24:56 AM,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9434389,-118.1992749
"COMPATIOR, INC.",,"4363 Tweedy Boulevard,South Gate, CA 90280",(323) 378-2009,https://www.compatior.org,Yes,,,Youth; Perinatal; Physically; Disabled; L; G; B; T; Q; I; A; Veterans,EnglishSpanish,Last Updated: 11/26/2025 1:25:49 PM,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,Closed,Closed,,,10:00,21:00,,,10:00,21:00,,,10:00,19:00,,,10:00,19:00,,,10:00,19:00,,,08:00,16:00,,,33.9431485,-118.1952344
"FAMILIES FOR CHILDREN, INC.",Families for Children Substance Abuse Treatment Program,"2504 West Manchester Boulevard,Inglewood, CA 90305",(323) 751-3805,,Yes,,,Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Criminal; Justice,ArmenianEnglishSpanish,Last Updated: 11/26/2025 8:08:06 AM,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,Closed,Closed,,,08:00,19:30,,,08:00,21:00,,,08:00,21:00,,,08:00,21:00,,,08:00,19:30,,,08:00,17:00,,,33.9601299,-118.3210289
LOS ANGELES CENTERS FOR ALCOHOL AND DRUG ABUSE,,,(626) 537-1886,http://www.lacada.com/,No,RBHAdult - M: 0Adult - F: 0,,,English,Last Updated: 11/26/2025 9:07:12 AM,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0451634,-118.2432327
"SHIELDS FOR FAMILIES, INC.",ARK,"11705 Deputy Yamamoto Place, Suite A,Lynwood, CA 90262",(323) 242-5000,http://www.shieldsforfamilies.org,Yes,,,Adult; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Co-; Occurring; Mental; Health; Capabilities; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 11/24/2025 9:55:37 AM,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,True,True,Closed,Closed,,,09:00,17:00,,,09:00,21:00,,,09:00,17:00,,,09:00,21:00,,,09:00,17:00,,,09:00,17:00,,,33.9271205,-118.2285296
"HIGH ROAD PROGRAM, THE",,"700 South Arroyo Parkway,Pasadena, CA 91105",(626) 793-6159,,No,,,,EnglishSpanish,Last Updated: 6/29/2017 1:39:44 PM,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1336197,-118.1472187
"PRINCIPLES, INC.",Impact Cedar House,,(626) 798-0884,https://www.impacthouse.com,No,RBHAdult - M: 0Adult - F: 0,,,EnglishSpanish,Last Updated: 11/26/2025 9:22:45 AM,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0536909,-118.242766
"ADDICTION RESEARCH AND TREATMENT, INC.","MedMark TReatment Center, Los Angeles","11900 South Avalon Boulevard, Suite 200,Los Angeles, CA 90061",(323) 242-0500,https://www.baartprograms.com,Yes,,,M; A; T; Perinatal,EnglishFarsiSpanish,Last Updated: 10/28/2020 12:06:12 PM,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,06:00,10:00,,,05:30,14:00,,,05:30,14:00,,,05:30,14:00,,,05:30,14:00,,,05:30,14:00,,,06:00,10:00,,,33.9274969,-118.2651856
"TARZANA TREATMENT CENTERS, INC.",Behavioral Health Center,"12021 South Wilmington Avenue, Building 18, Suite 301,Los Angeles, CA 90059",(424) 454-6081,https://www.tarzanatc.org,Yes,,,M; A; T; Physically; Disabled; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Veterans; Homeless; Criminal; Justice; Sexually-; Exploited,EnglishSpanish,Last Updated: 11/26/2025 9:39:48 AM,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,Closed,Closed,,,08:30,20:00,,,08:30,21:00,,,08:30,20:00,,,08:30,21:00,,,08:30,20:00,,,08:30,17:00,,,33.9220616,-118.2392221
"BEHAVIORAL HEALTH SERVICES, INC.",MLK Behavioral Health Center and Recovery Center,"12021 South Wilmington Avenue, Building 18, Suite 101,Los Angeles, CA 90059",(424) 454-6001,http://bhs-inc.org/,No,R-WMAdult - M: 3Adult - F: 3,,M; A; T; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Homeless,English,Last Updated: 11/26/2025 8:31:21 AM,True,False,True,False,True,False,False,True,True,True,False,False,True,True,True,False,True,False,False,False,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,08:00,17:00,,,33.9220616,-118.2392221
HEALTHRIGHT 360,Behavioral Health Center,"12021 South Wilmington Avenue, 3rd Floor, Suite 300,Los Angeles, CA 90059",(424) 454-6042,https://www.healthright360.org/,Yes,RS(3.1)Adult - M: 0Adult - F: 0RS(3.3)Adult - M: 0RS(3.5)Adult - M: 0Adult - F: 0,,M; A; T; Physically; Disabled; Developmentally; Disabled/; Delayed; Co-; Occurring; Mental; Health; Capabilities; L; G; B; T; Q; I; A; Veterans; Homeless; Sexually-; Exploited,EnglishSpanish,Last Updated: 11/19/2025 10:46:09 AM,True,False,True,False,False,False,False,True,True,True,False,False,True,True,True,True,True,False,False,False,09:00,20:30,,,09:00,20:30,,,09:00,20:30,,,09:00,20:30,,,09:00,20:30,,,09:00,20:30,,,09:00,20:30,,,33.9220616,-118.2392221
"SHIELDS FOR FAMILIES, INC.",Genesis/Revelation,"2620 Industry Way, Suite A,Lynwood, CA 90262",(323) 242-5000,http://www.shieldsforfamilies.org,Yes,,,Youth; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Co-; Occurring; Mental; Health; Capabilities; Homeless; Criminal; Justice,EnglishSpanish,Last Updated: 11/24/2025 9:55:37 AM,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,True,True,Closed,Closed,,,08:30,21:00,,,08:30,17:00,,,08:30,17:00,,,08:30,21:00,,,08:30,17:00,,,08:30,16:30,,,33.9233604,-118.2269975
VAN NESS RECOVERY HOUSE,,,(323) 463-4266,https://www.vannessrecoveryhouse.com,No,RBHAdult - M: 0Adult - F: 0,,,EnglishSpanish,Last Updated: 11/26/2025 7:08:55 AM,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1060558,-118.3214981
DIDI HIRSCH PSYCHIATRIC SERVICE,Didi Hirsch Mental Health Services,"323 North Prairie Avenue, 150, 155, 290, 315, 325, 350, 430, 450,Inglewood, CA 90301",(310) 677-7808,https://didihirsch.org/,Yes,,,Co-; Occurring; Mental; Health; Capabilities,English,Last Updated: 11/26/2025 8:22:12 AM,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Closed,Closed,,,09:00,20:00,,,09:00,20:00,,,09:00,20:00,,,09:00,20:00,,,09:00,17:00,,,Closed,Closed,,,33.9665722,-118.344031
"CHABAD OF CALIFORNIA, INC.",Chabad Treatment Center,"1750 South La Cienega Boulevard,  Suites A, B, C and D,Los Angeles, CA 90035",(323) 965-1365,https://www.chabadrehab.com,Yes,,,Adult,English,Last Updated: 11/26/2025 8:28:54 AM,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,14:00,22:00,,,14:00,22:00,,,14:00,22:00,,,14:00,22:00,,,14:00,22:00,,,Closed,Closed,,,Closed,Closed,,,34.045783,-118.3763994
ALHAMBRA SAFETY SERVICES,,"926 East Garvey Avenue, Suite A,Monterey Park, CA 91755",(626) 571-6988,,No,,,,EnglishSpanishVietnamese,Last Updated: 6/29/2017 1:54:03 PM,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0625163,-118.1102003
"CANON HUMAN SERVICES, INC.",,,(323) 249-9097,http://www.canonhumanservices.com/,No,RBHAdult - M: 0,,,EnglishSpanish,Last Updated: 11/26/2025 10:44:03 AM,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0536909,-118.242766
"NEW HOPE DRUG & ALCOHOL TREATMENT PROGRAM, INC.",,"1841 & 1841 1/2 West Imperial Highway,Los Angeles, CA 90047",(323) 750-2850,https://newhopereha.com,Yes,,,Adult; Youth,EnglishSpanish,Last Updated: 5/22/2024 1:15:54 PM,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,Closed,Closed,,,10:30,19:30,,,10:30,21:00,,,10:30,21:00,,,10:30,19:30,,,10:30,19:30,,,11:00,16:00,,,33.9308217,-118.3100133
"ASIAN AMERICAN DRUG ABUSE PROGRAM, INC.",Goodman Outpatient,"520 North La Brea, #236,Inglewood, CA 90302",(323) 294-4932,https://www.aadapinc.org,Yes,,,Adult; Parent/; Guardian (; Female) with; Children; Parent/; Guardian (; Male) with; Children; Perinatal; Developmentally; Disabled/; Delayed; Homeless; Criminal; Justice; Sexually-; Exploited,EnglishSpanishVietnamese,Last Updated: 11/26/2025 9:10:03 AM,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,Closed,Closed,,,08:30,18:30,,,08:30,21:00,,,08:30,18:30,,,08:30,21:00,,,08:30,18:30,,,09:00,17:00,,,33.9562003,-118.353132
TWIN TOWN CORPORATION,Twin Town Treatment Centers,"8739 Santa Monica Boulevard,West Hollywood, CA 90069",(310) 623-1477,https://twintowntreatmentcenters.com,Yes,,,Adult,English,Last Updated: 11/26/2025 8:21:06 AM,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Closed,Closed,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,21:00,,,09:00,17:00,,,34.0869895,-118.380746
INGLEWOOD SUBSTANCE ABUSE,,"400 South La Brea Avenue, Suite 203,Inglewood, CA 90301",(310) 673-5882,,No,,,,EnglishSpanish,Last Updated: 8/23/2017 3:00:41 PM,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.959351,-118.35319
BEIT T'SHUVAH,,"8831 Venice Boulevard,Los Angeles, CA 90034",(310) 280-3692,https://www.beittshuvah.org,Yes,RS(3.1)Adult - M: 0Adult - F: 0,,,English,Last Updated: 11/26/2025 9:01:02 AM,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,00:00,23:59,,,34.0306402,-118.3864804
